transcript	PFAM_domain	start	end
AT5G50530.1	PF00571	71	116
AT5G50640.1	PF00571	71	116
AT5G50530.1	PF00571	129	173
AT5G50640.1	PF00571	129	173
AT5G50530.1	PF00571	297	349
AT5G50640.1	PF00571	297	349
AT5G50530.1	PF00571	237	284
AT5G50640.1	PF00571	237	284
AT1G61667.1	PF04398	23	130
AT4G26480.1	PF16544	59	97
AT4G26480.3	PF16544	59	97
AT1G33680.1	PF00013	323	386
AT1G33680.1	PF00013	233	299
AT2G14170.1	PF00171	122	586
AT4G02480.1	PF00004	1001	1130
AT4G02480.1	PF17862	1154	1190
AT5G49215.2	PF00295	137	420
AT5G49215.2	PF12708	41	97
AT2G45500.2	PF00004	252	382
AT2G45500.2	PF17862	405	438
AT1G01650.1	PF02225	92	168
AT1G01650.1	PF04258	243	525
AT5G39040.1	PF00005	414	564
AT5G39040.1	PF00664	71	346
AT3G08947.1	PF02985	6	35
AT3G08947.1	PF13513	166	221
AT1G52120.1	PF01419	162	295
AT1G52120.2	PF01419	162	295
AT1G52120.1	PF01419	311	441
AT1G52120.2	PF01419	311	441
AT1G52120.1	PF01419	15	148
AT1G52120.2	PF01419	15	148
AT2G34350.1	PF06813	7	262
AT2G34350.2	PF06813	7	262
AT2G34350.1	PF07690	319	512
AT2G34350.2	PF07690	319	512
AT1G07170.1	PF03660	1	104
AT1G07170.2	PF03660	1	104
AT1G07170.3	PF03660	1	104
AT1G07170.4	PF03660	1	104
AT1G07170.5	PF03660	1	104
AT1G07170.6	PF03660	1	104
AT2G30000.1	PF03660	1	104
AT5G04810.1	PF00076	167	236
AT5G04810.1	PF01535	416	445
AT5G04810.1	PF01535	451	480
AT5G04810.1	PF12854	549	581
AT5G04810.1	PF13041	728	775
AT5G04810.1	PF13041	482	531
AT5G04810.1	PF13041	622	670
AT5G04810.1	PF13041	766	810
AT5G04810.1	PF13041	693	740
AT5G04810.1	PF13041	587	635
AT5G04810.1	PF13041	660	706
AT5G04810.1	PF17177	325	398
AT4G16160.1	PF02466	29	168
AT4G16160.2	PF02466	29	168
AT3G56600.2	PF00454	111	358
AT4G17840.1	PF02517	237	389
AT3G58590.1	PF01535	613	643
AT3G58590.1	PF01535	253	275
AT3G58590.1	PF01535	182	210
AT3G58590.1	PF01535	583	611
AT3G58590.1	PF01535	648	678
AT3G58590.1	PF01535	153	176
AT3G58590.1	PF01535	685	708
AT3G58590.1	PF13041	79	123
AT3G58590.1	PF13041	508	555
AT3G58590.1	PF13041	380	427
AT3G58590.1	PF13041	280	323
AT1G80030.1	PF00226	75	136
AT1G80030.2	PF00226	75	136
AT1G80030.3	PF00226	75	136
AT1G80030.1	PF00684	222	286
AT1G80030.2	PF00684	222	286
AT1G80030.3	PF00684	222	286
AT1G80030.1	PF01556	196	413
AT1G80030.2	PF01556	196	413
AT1G80030.3	PF01556	196	413
AT2G33980.2	PF00293	74	183
AT2G33980.4	PF00293	74	183
AT1G18485.1	PF01535	563	593
AT1G18485.1	PF01535	254	283
AT1G18485.1	PF01535	154	178
AT1G18485.1	PF01535	359	386
AT1G18485.1	PF01535	226	252
AT1G18485.1	PF01535	463	491
AT1G18485.1	PF13041	662	708
AT1G18485.1	PF14432	878	970
AT1G18485.1	PF20431	780	842
AT1G73860.1	PF00225	515	836
AT5G58520.1	PF07714	384	598
AT3G04320.1	PF00197	30	183
AT3G18220.1	PF01569	100	242
AT3G11130.1	PF00637	993	1131
AT3G11130.1	PF00637	1440	1579
AT3G11130.1	PF00637	850	983
AT3G11130.1	PF00637	1292	1432
AT3G11130.1	PF00637	1145	1281
AT3G11130.1	PF00637	557	690
AT3G11130.1	PF00637	701	840
AT3G11130.1	PF01394	154	197
AT3G11130.1	PF01394	20	56
AT3G11130.1	PF09268	344	367
AT3G11130.1	PF13838	369	434
AT3G53010.1	PF03629	30	262
AT4G18520.1	PF01535	452	482
AT4G18520.1	PF01535	553	583
AT4G18520.1	PF01535	351	379
AT4G18520.1	PF01535	149	179
AT4G18520.1	PF01535	525	551
AT4G18520.1	PF01535	250	277
AT4G18520.1	PF01535	121	147
AT4G18520.1	PF01535	323	348
AT4G18520.1	PF01535	223	248
AT4G18520.1	PF01535	424	450
AT2G45890.1	PF03759	93	459
AT1G74160.1	PF14309	820	1002
AT1G74160.1	PF14383	274	295
AT1G10610.1	PF00010	267	309
AT1G10610.1	PF14215	11	159
AT1G76510.1	PF01388	145	229
AT1G76510.2	PF01388	145	229
AT1G76510.4	PF01388	145	229
AT5G04885.1	PF00933	49	375
AT5G04885.3	PF00933	49	375
AT5G04885.1	PF01915	414	621
AT5G04885.3	PF01915	414	621
AT1G53040.1	PF04765	167	482
AT1G53040.2	PF04765	167	482
AT1G53040.6	PF04765	167	482
AT5G16720.1	PF04576	359	449
AT5G15270.1	PF00013	149	216
AT5G15270.2	PF00013	149	216
AT5G15270.1	PF00013	371	438
AT5G15270.2	PF00013	371	438
AT5G15270.1	PF00013	53	104
AT5G15270.2	PF00013	53	104
AT5G15270.1	PF00013	289	335
AT5G15270.2	PF00013	289	335
AT3G19150.1	PF02234	150	196
AT3G19150.2	PF02234	150	196
AT4G31110.1	PF07714	456	725
AT4G31110.1	PF08488	207	315
AT4G31110.1	PF13947	29	83
AT5G20980.1	PF01717	480	803
AT5G20980.2	PF01717	480	803
AT5G20980.1	PF08267	51	364
AT5G20980.2	PF08267	51	364
AT1G08315.1	PF00514	39	77
AT1G22540.1	PF00854	102	514
AT2G43910.1	PF05724	32	208
AT1G07705.1	PF04153	482	546
AT1G80310.1	PF16983	273	390
AT1G80310.1	PF16983	32	147
AT3G05040.1	PF08389	107	266
AT3G05040.1	PF19273	315	1168
AT5G20580.2	PF14802	72	235
AT4G32440.2	PF05641	6	64
AT2G34315.2	PF04548	19	62
AT5G19930.1	PF01940	15	277
AT5G19930.2	PF01940	15	277
AT1G51630.1	PF10250	107	382
AT3G11620.1	PF10230	39	287
AT3G11620.2	PF10230	39	287
AT3G11620.8	PF10230	39	287
AT1G60030.1	PF00860	44	448
AT4G04885.1	PF04818	79	180
AT5G25820.1	PF03016	322	606
AT1G55915.1	PF08325	11	206
AT1G55915.4	PF08325	11	206
AT2G21840.1	PF03107	448	494
AT2G21840.1	PF03107	59	109
AT2G21840.1	PF03107	182	230
AT2G21840.1	PF03107	575	618
AT2G21840.1	PF03107	303	351
AT3G44200.1	PF00069	8	262
AT3G44200.2	PF00069	8	262
AT3G53100.1	PF00657	31	339
AT4G03000.1	PF13920	757	805
AT4G03000.2	PF13920	757	805
AT4G03000.1	PF20235	104	211
AT4G03000.2	PF20235	104	211
AT4G16970.1	PF00069	401	548
AT4G16970.1	PF00069	720	856
AT1G77680.1	PF00773	476	824
AT1G77680.1	PF17849	367	447
AT5G37660.1	PF01657	42	136
AT5G37660.2	PF01657	42	136
AT5G37660.1	PF01657	179	237
AT5G37660.2	PF01657	179	237
AT3G23150.1	PF00072	648	759
AT3G23150.1	PF01590	187	331
AT5G23210.1	PF00450	56	490
AT5G23210.4	PF00450	56	490
AT1G29460.1	PF02519	9	108
AT5G64020.1	PF13839	110	406
AT5G64020.1	PF14416	56	109
AT4G18260.1	PF03188	63	189
AT4G37110.1	PF10497	175	272
AT2G41040.1	PF08241	189	290
AT4G33200.1	PF00063	69	725
AT4G33200.1	PF00612	764	783
AT4G33200.1	PF00612	837	857
AT4G33200.1	PF00612	790	808
AT4G33200.1	PF00612	861	880
AT4G33200.1	PF01843	1332	1435
AT4G33200.1	PF02736	16	54
AT5G51630.1	PF00931	189	409
AT5G51630.1	PF01582	11	188
AT5G51630.1	PF07725	762	781
AT5G51630.1	PF07725	602	621
AT5G51630.1	PF20160	1025	1133
AT1G77330.1	PF03171	163	256
AT1G77330.1	PF14226	3	104
AT4G09560.1	PF02225	75	141
AT4G09560.1	PF13639	234	276
AT2G24350.1	PF00076	447	516
AT5G62100.1	PF02179	133	208
AT5G62100.2	PF02179	133	208
AT5G09350.1	PF00454	855	1062
AT1G47270.1	PF00646	69	115
AT1G47270.1	PF01167	130	408
AT1G80260.1	PF04130	654	968
AT1G80260.1	PF17681	40	353
AT2G17140.1	PF01535	736	763
AT2G17140.2	PF01535	736	763
AT2G17140.1	PF12854	519	550
AT2G17140.2	PF12854	519	550
AT2G17140.1	PF12854	212	244
AT2G17140.2	PF12854	212	244
AT2G17140.1	PF12854	247	279
AT2G17140.2	PF12854	247	279
AT2G17140.1	PF12854	289	316
AT2G17140.2	PF12854	289	316
AT2G17140.1	PF13041	145	194
AT2G17140.2	PF13041	145	194
AT2G17140.1	PF13041	627	676
AT2G17140.2	PF13041	627	676
AT2G17140.1	PF13041	557	604
AT2G17140.2	PF13041	557	604
AT2G17140.1	PF13041	394	441
AT2G17140.2	PF13041	394	441
AT2G17140.1	PF13041	359	408
AT2G17140.2	PF13041	359	408
AT2G17140.1	PF13041	328	373
AT2G17140.2	PF13041	328	373
AT2G17140.1	PF13041	595	640
AT2G17140.2	PF13041	595	640
AT2G17140.1	PF13041	433	477
AT2G17140.2	PF13041	433	477
AT2G17140.1	PF13041	110	159
AT2G17140.2	PF13041	110	159
AT1G13120.1	PF07817	340	537
AT4G15330.1	PF00067	40	489
AT4G35560.1	PF08596	559	830
AT2G32010.1	PF03372	331	547
AT2G32010.2	PF03372	331	547
AT2G32010.3	PF03372	331	547
AT2G32010.4	PF03372	331	547
AT5G53180.2	PF11835	143	221
AT2G36670.2	PF14541	302	453
AT2G36670.2	PF14543	100	284
AT1G05790.2	PF01764	160	304
AT3G05150.1	PF00083	50	468
AT3G05150.3	PF00083	50	468
AT4G02030.1	PF08700	43	128
AT4G03115.5	PF00153	150	237
AT4G03115.5	PF00153	57	143
AT4G03115.5	PF00153	8	48
AT5G27940.1	PF13943	51	137
AT1G72840.1	PF00931	200	429
AT1G72840.1	PF01582	15	182
AT1G72840.1	PF07725	606	623
AT3G17450.1	PF02892	136	171
AT3G17450.2	PF02892	136	171
AT3G17450.1	PF02892	14	49
AT3G17450.2	PF02892	14	49
AT3G17450.1	PF04937	342	493
AT3G17450.2	PF04937	342	493
AT3G17450.1	PF05699	717	785
AT3G17450.2	PF05699	717	785
AT5G41130.1	PF03982	483	564
AT4G38270.1	PF01501	334	652
AT2G28540.2	PF00076	111	189
AT2G28540.2	PF14570	9	61
AT5G48520.1	PF14932	28	288
AT1G50500.1	PF04100	3	422
AT1G50500.2	PF04100	3	422
AT1G50500.3	PF04100	3	422
AT3G52200.1	PF00198	406	636
AT3G52200.1	PF02817	330	363
AT3G52200.1	PF00364	88	160
AT3G52200.1	PF00364	215	287
AT4G27630.1	PF12430	285	455
AT4G27630.2	PF12430	285	455
AT4G27630.6	PF12430	285	455
AT4G27630.1	PF12537	142	208
AT4G27630.2	PF12537	142	208
AT4G27630.6	PF12537	142	208
AT1G27100.1	PF04601	1	144
AT1G27100.1	PF04601	227	368
AT2G40420.1	PF01490	24	423
AT2G37420.1	PF00225	54	390
AT2G37420.2	PF00225	54	390
AT3G26935.1	PF01529	148	273
AT4G00300.1	PF12819	33	398
AT1G18470.2	PF10269	28	292
AT1G62970.1	PF00226	81	143
AT2G42240.4	PF00076	52	114
AT2G42240.4	PF00076	207	269
AT1G53790.1	PF00646	83	119
AT1G53790.1	PF08268	279	405
AT1G18200.1	PF00071	15	174
AT5G10440.1	PF00134	37	168
AT5G10440.1	PF02984	171	284
AT3G17660.1	PF01412	17	124
AT1G59720.1	PF01535	190	215
AT1G59720.1	PF13041	217	262
AT1G59720.1	PF13041	319	367
AT1G59720.1	PF13041	114	162
AT1G59720.1	PF14432	544	638
AT1G59720.1	PF20430	514	539
AT1G59720.1	PF20431	467	508
AT2G29050.1	PF01694	124	265
AT2G29050.2	PF01694	124	265
AT5G65683.1	PF00092	326	442
AT5G65683.1	PF17123	140	172
AT2G42730.1	PF00646	7	40
AT2G42730.1	PF07723	165	190
AT1G10880.1	PF02485	119	346
AT1G10657.1	PF09713	27	63
AT3G13060.2	PF04146	399	536
AT1G78260.2	PF00076	19	76
AT5G10020.1	PF00069	772	1042
AT5G10020.2	PF00069	772	1042
AT5G10020.1	PF08263	25	70
AT5G10020.2	PF08263	25	70
AT5G10020.1	PF13855	148	206
AT5G10020.2	PF13855	148	206
AT2G46980.1	PF20435	1	793
AT2G46980.2	PF20435	1	793
AT3G17150.1	PF04043	39	173
AT1G13690.1	PF00076	15	84
AT3G44550.1	PF03015	393	496
AT3G44550.1	PF07993	16	319
AT5G27930.1	PF00481	87	333
AT5G27930.2	PF00481	87	333
AT4G18195.1	PF16913	47	367
AT5G62165.13	PF00319	10	57
AT5G62165.6	PF00319	10	57
AT5G62165.7	PF00319	10	57
AT5G62165.8	PF00319	10	57
AT5G62165.9	PF00319	10	57
AT5G62165.13	PF01486	84	147
AT5G62165.6	PF01486	84	147
AT5G62165.7	PF01486	84	147
AT5G62165.8	PF01486	84	147
AT5G62165.9	PF01486	84	147
AT5G14140.1	PF00096	98	119
AT3G11290.1	PF12776	167	261
AT3G11290.2	PF12776	167	261
AT3G11290.1	PF12776	7	93
AT3G11290.2	PF12776	7	93
AT3G06060.1	PF00106	41	231
AT3G60370.1	PF00254	134	221
AT5G22850.1	PF14541	284	436
AT5G22850.1	PF14543	81	266
AT2G43445.1	PF00646	15	46
AT2G43445.1	PF07734	192	299
AT1G78930.1	PF02536	268	575
AT3G07570.1	PF03188	213	334
AT3G07570.1	PF03351	65	139
AT3G63470.1	PF00450	86	492
AT1G44160.1	PF01556	181	338
AT1G08220.1	PF05176	15	270
AT4G20320.1	PF00117	309	543
AT4G20320.2	PF00117	309	543
AT4G20320.4	PF00117	309	543
AT4G20320.5	PF00117	309	543
AT4G20320.6	PF00117	309	543
AT4G20320.1	PF06418	2	272
AT4G20320.2	PF06418	2	272
AT4G20320.4	PF06418	2	272
AT4G20320.5	PF06418	2	272
AT4G20320.6	PF06418	2	272
AT5G02800.1	PF00069	75	343
AT2G38185.1	PF13920	387	435
AT2G38185.2	PF13920	387	435
AT2G38185.3	PF13920	387	435
AT2G38185.1	PF16040	120	187
AT2G38185.2	PF16040	120	187
AT2G38185.3	PF16040	120	187
AT2G38185.1	PF16041	213	320
AT2G38185.2	PF16041	213	320
AT2G38185.3	PF16041	213	320
AT4G33985.1	PF07939	49	107
AT5G15610.2	PF01399	258	359
AT5G15610.2	PF18005	363	391
AT3G66658.2	PF00171	61	527
AT2G39110.1	PF00069	95	369
AT4G14850.1	PF01535	451	475
AT4G14850.1	PF01535	151	173
AT4G14850.1	PF01535	176	202
AT4G14850.1	PF13041	71	119
AT4G14850.1	PF13041	374	423
AT4G14850.1	PF14432	592	684
AT4G14850.1	PF20431	499	555
AT3G02510.1	PF00415	266	317
AT3G02510.1	PF00415	214	263
AT3G02510.1	PF00415	56	106
AT3G02510.1	PF00415	320	385
AT3G02510.1	PF00415	110	165
AT3G02510.1	PF00415	9	53
AT3G57640.1	PF00069	85	281
AT5G14020.1	PF03097	48	298
AT5G14020.4	PF03097	48	298
AT5G14020.5	PF03097	48	298
AT2G39830.1	PF00412	162	215
AT2G39830.1	PF12315	311	523
AT4G21192.1	PF08583	1	70
AT4G21192.2	PF08583	1	70
AT5G50330.1	PF03109	103	357
AT4G26580.1	PF17123	288	316
AT4G26580.2	PF17123	288	316
AT2G02620.1	PF03107	96	140
AT2G02620.1	PF03107	150	197
AT2G02620.1	PF03107	232	279
AT2G02620.1	PF03107	401	450
AT2G02620.1	PF03107	288	337
AT5G44920.1	PF01582	12	186
AT1G19835.1	PF05911	82	898
AT1G19835.2	PF05911	82	898
AT1G19835.3	PF05911	82	898
AT1G19835.4	PF05911	82	898
AT1G19835.5	PF05911	82	898
AT1G19835.6	PF05911	82	898
AT1G72125.1	PF00854	102	510
AT2G25480.1	PF06886	182	251
AT2G37440.1	PF03372	88	411
AT2G37440.3	PF03372	88	411
AT2G34300.1	PF03141	250	748
AT2G34300.2	PF03141	250	748
AT2G34300.3	PF03141	250	748
AT4G15290.1	PF03552	95	381
AT4G15290.1	PF03552	376	730
AT1G79940.1	PF00226	99	160
AT1G79940.2	PF00226	99	160
AT1G79940.3	PF00226	99	160
AT1G79940.1	PF02889	222	602
AT1G79940.2	PF02889	222	602
AT1G79940.3	PF02889	222	602
AT2G39435.1	PF14309	313	459
AT2G39435.3	PF14309	313	459
AT2G39435.4	PF14309	313	459
AT2G39435.5	PF14309	313	459
AT2G39435.6	PF14309	313	459
AT3G49725.1	PF01926	348	469
AT3G49725.1	PF13167	158	232
AT3G49725.1	PF16360	235	334
AT5G04320.1	PF07557	444	468
AT5G04320.2	PF07557	444	468
AT5G04320.4	PF07557	444	468
AT5G04320.5	PF07557	444	468
AT4G37400.1	PF00067	32	479
AT2G41000.1	PF00226	3	70
AT3G13226.1	PF02631	238	375
AT5G17620.1	PF06694	6	324
AT5G44560.1	PF03357	18	185
AT5G44560.2	PF03357	18	185
AT1G04945.2	PF04438	5	32
AT1G16310.1	PF01545	145	335
AT1G16310.1	PF16916	343	416
AT1G60600.1	PF01040	101	342
AT1G60600.2	PF01040	101	342
AT5G11380.2	PF02779	381	541
AT5G11380.2	PF13292	78	362
AT4G17900.1	PF04640	89	161
AT5G62560.1	PF00514	348	387
AT5G62560.1	PF04564	32	101
AT5G19660.1	PF00082	204	453
AT1G70290.1	PF00982	58	540
AT1G70290.1	PF02358	590	824
AT3G13990.2	PF06972	17	74
AT4G28150.2	PF05623	8	276
AT5G52060.1	PF02179	161	236
AT4G29490.1	PF00557	192	457
AT4G29490.1	PF05195	14	139
AT1G71350.1	PF01253	508	585
AT1G71350.1	PF17832	2	90
AT4G33240.1	PF00118	397	642
AT4G33240.6	PF00118	397	642
AT4G33240.7	PF00118	397	642
AT4G33240.1	PF01363	33	101
AT4G33240.6	PF01363	33	101
AT4G33240.7	PF01363	33	101
AT4G33240.1	PF01504	1495	1661
AT4G33240.6	PF01504	1495	1661
AT4G33240.7	PF01504	1495	1661
AT4G33240.1	PF01504	1664	1717
AT4G33240.6	PF01504	1664	1717
AT4G33240.7	PF01504	1664	1717
AT2G20780.1	PF00083	58	500
AT1G75910.1	PF00657	29	333
AT1G04280.1	PF06414	226	340
AT3G07660.1	PF06972	10	70
AT5G65470.1	PF10250	88	441
AT4G38560.2	PF05278	258	521
AT4G00730.1	PF00046	135	190
AT4G00730.1	PF01852	324	543
AT3G01040.2	PF01501	174	506
AT3G01040.3	PF01501	174	506
AT1G04820.1	PF00091	3	213
AT1G50010.1	PF00091	3	213
AT1G04820.1	PF03953	263	392
AT1G50010.1	PF03953	263	392
AT3G05220.1	PF00403	14	70
AT5G54780.1	PF00566	168	317
AT1G30240.2	PF08167	17	224
AT1G80490.1	PF00400	458	492
AT1G80490.2	PF00400	458	492
AT1G80490.3	PF00400	458	492
AT1G80490.1	PF00400	903	936
AT1G80490.2	PF00400	903	936
AT1G80490.3	PF00400	903	936
AT1G01010.1	PF02365	5	137
AT2G32640.1	PF05834	114	428
AT3G12270.1	PF13649	284	392
AT1G54440.1	PF00570	339	403
AT1G54440.1	PF01612	118	283
AT1G05030.1	PF00083	84	514
AT2G16440.1	PF00493	423	645
AT2G16440.1	PF14551	135	232
AT2G16440.1	PF17207	236	365
AT2G16440.1	PF17855	661	747
AT3G03060.1	PF00004	389	515
AT3G03060.1	PF12037	57	323
AT5G48120.1	PF12460	699	1083
AT5G48120.2	PF12460	699	1083
AT5G48120.3	PF12460	699	1083
AT5G48120.1	PF14500	47	313
AT5G48120.2	PF14500	47	313
AT5G48120.3	PF14500	47	313
AT2G46380.1	PF11331	382	425
AT3G55510.1	PF03715	289	580
AT1G13160.1	PF05285	449	801
AT1G13160.1	PF08158	86	135
AT5G53592.1	PF08387	39	78
AT5G12000.1	PF00582	18	143
AT5G12000.1	PF07714	425	677
AT1G09850.1	PF00112	118	333
AT1G09850.1	PF00396	361	408
AT1G09850.1	PF08246	32	89
AT3G49840.1	PF10225	162	440
AT1G05670.1	PF01535	184	206
AT1G05670.2	PF01535	184	206
AT1G05670.3	PF01535	184	206
AT1G05670.1	PF12854	451	482
AT1G05670.2	PF12854	451	482
AT1G05670.3	PF12854	451	482
AT1G05670.1	PF12854	486	516
AT1G05670.2	PF12854	486	516
AT1G05670.3	PF12854	486	516
AT1G05670.1	PF13041	384	433
AT1G05670.2	PF13041	384	433
AT1G05670.3	PF13041	384	433
AT1G05670.1	PF13041	349	398
AT1G05670.2	PF13041	349	398
AT1G05670.3	PF13041	349	398
AT1G05670.1	PF13041	525	572
AT1G05670.2	PF13041	525	572
AT1G05670.3	PF13041	525	572
AT1G05670.1	PF13041	559	607
AT1G05670.2	PF13041	559	607
AT1G05670.3	PF13041	559	607
AT1G05670.1	PF13041	633	677
AT1G05670.2	PF13041	633	677
AT1G05670.3	PF13041	633	677
AT1G05670.1	PF13041	279	328
AT1G05670.2	PF13041	279	328
AT1G05670.3	PF13041	279	328
AT1G05670.1	PF13041	245	293
AT1G05670.2	PF13041	245	293
AT1G05670.3	PF13041	245	293
AT1G05670.1	PF13041	594	643
AT1G05670.2	PF13041	594	643
AT1G05670.3	PF13041	594	643
AT1G05670.1	PF13041	314	362
AT1G05670.2	PF13041	314	362
AT1G05670.3	PF13041	314	362
AT1G79830.1	PF12325	851	951
AT1G79830.2	PF12325	851	951
AT1G79830.3	PF12325	851	951
AT1G79830.1	PF12329	433	504
AT1G79830.2	PF12329	433	504
AT1G79830.3	PF12329	433	504
AT2G23950.1	PF00069	300	566
AT2G23950.1	PF08263	32	71
AT2G23950.1	PF13855	122	182
AT1G63810.1	PF03813	98	232
AT1G63810.2	PF03813	98	232
AT1G63810.1	PF17403	237	378
AT1G63810.2	PF17403	237	378
AT1G63810.1	PF17404	383	537
AT1G63810.2	PF17404	383	537
AT1G63810.1	PF17405	563	737
AT1G63810.2	PF17405	563	737
AT1G63810.1	PF17406	740	903
AT1G63810.2	PF17406	740	903
AT1G63810.1	PF17407	906	1044
AT1G63810.2	PF17407	906	1044
AT4G25520.1	PF01803	192	452
AT4G25520.2	PF01803	192	452
AT4G23990.1	PF03552	120	407
AT4G23990.1	PF03552	425	742
AT1G13410.1	PF01535	91	120
AT1G13410.1	PF01535	60	84
AT1G13410.1	PF13041	254	300
AT1G13410.1	PF13041	150	200
AT1G13410.1	PF20431	371	433
AT3G09360.1	PF00382	172	260
AT3G09360.3	PF00382	172	260
AT3G09360.1	PF00382	73	159
AT3G09360.3	PF00382	73	159
AT3G09360.1	PF07741	400	522
AT3G09360.3	PF07741	400	522
AT2G25420.1	PF12894	505	565
AT3G45880.1	PF13621	32	305
AT5G14460.1	PF01509	342	492
AT5G14460.1	PF16198	493	536
AT3G51320.1	PF13041	213	260
AT3G51320.1	PF13041	315	363
AT3G51320.1	PF13041	183	215
AT3G51320.1	PF20431	440	496
AT5G06800.1	PF14379	276	322
AT5G06800.1	PF00249	196	245
AT1G65280.1	PF00226	306	366
AT1G65280.2	PF00226	306	366
AT1G65280.1	PF12572	435	579
AT1G65280.2	PF12572	435	579
AT1G10910.1	PF01535	345	373
AT1G10910.1	PF01535	168	197
AT1G10910.1	PF01535	274	303
AT1G10910.1	PF01535	413	440
AT1G10910.1	PF01535	238	267
AT1G10910.1	PF01535	308	337
AT1G10910.1	PF01535	381	399
AT4G25800.1	PF07887	83	230
AT4G25800.2	PF07887	83	230
AT4G25800.1	PF20451	242	308
AT4G25800.2	PF20451	242	308
AT4G25800.1	PF20452	313	375
AT4G25800.2	PF20452	313	375
AT1G66540.2	PF00067	4	304
AT1G27880.1	PF00270	272	433
AT1G27880.1	PF00271	485	580
AT5G50340.2	PF13481	204	348
AT5G50340.2	PF13541	466	556
AT5G50340.2	PF18073	109	135
AT4G18240.1	PF00534	839	995
AT4G18240.1	PF08323	544	783
AT3G03305.1	PF00149	60	277
AT5G20660.1	PF04389	169	356
AT3G06550.1	PF07779	105	514
AT3G06550.2	PF07779	105	514
AT3G06550.3	PF07779	105	514
AT4G14090.1	PF00201	257	415
AT4G34450.1	PF01602	29	540
AT4G34450.1	PF08752	622	766
AT4G34450.1	PF16381	769	883
AT1G16250.1	PF00646	11	46
AT1G16250.2	PF00646	11	46
AT1G16250.1	PF01344	154	201
AT1G16250.2	PF01344	154	201
AT1G16250.1	PF01344	99	152
AT1G16250.2	PF01344	99	152
AT5G39520.1	PF09366	57	223
AT4G38370.1	PF00300	13	192
AT2G22720.3	PF08243	462	564
AT2G22720.4	PF08243	462	564
AT5G59440.1	PF02223	64	240
AT5G59440.2	PF02223	64	240
AT3G19130.1	PF00076	323	386
AT3G19130.1	PF00076	204	274
AT3G19130.1	PF00076	110	176
AT5G38840.1	PF00498	125	192
AT3G57630.2	PF03016	343	695
AT1G15120.1	PF02320	8	69
AT5G61500.1	PF03987	37	302
AT4G24750.1	PF00581	104	214
AT5G59250.1	PF00083	104	553
AT5G18590.1	PF01344	78	121
AT5G18590.2	PF01344	78	121
AT5G18590.1	PF13418	238	286
AT5G18590.2	PF13418	238	286
AT5G18590.1	PF13418	188	229
AT5G18590.2	PF13418	188	229
AT1G22510.1	PF06803	130	164
AT1G03770.1	PF13923	102	142
AT4G02390.1	PF00644	432	633
AT4G02390.1	PF02037	3	36
AT4G02390.1	PF02037	71	101
AT4G02390.1	PF02877	287	418
AT4G02390.1	PF05406	169	248
AT1G77890.1	PF10186	7	367
AT1G77890.5	PF10186	7	367
AT3G01890.1	PF02201	249	320
AT2G24030.1	PF12874	386	409
AT2G24030.1	PF12874	294	318
AT3G50940.1	PF00004	251	379
AT3G50940.1	PF14363	37	130
AT5G11300.1	PF00134	175	301
AT5G11300.1	PF02984	304	426
AT3G52050.1	PF01367	289	385
AT3G52050.2	PF01367	289	385
AT3G52050.1	PF02739	95	286
AT3G52050.2	PF02739	95	286
AT4G25315.1	PF11326	48	106
AT5G52975.1	PF05617	49	110
AT5G26610.1	PF01585	67	107
AT5G26610.2	PF01585	67	107
AT5G26610.3	PF01585	67	107
AT5G26610.1	PF12171	161	188
AT5G26610.2	PF12171	161	188
AT5G26610.3	PF12171	161	188
AT4G25770.1	PF05057	89	310
AT5G10050.1	PF00106	9	193
AT5G44820.1	PF03407	138	336
AT1G19690.1	PF01370	149	269
AT1G68890.1	PF00561	1435	1540
AT1G68890.1	PF02775	819	933
AT1G68890.1	PF02776	367	528
AT1G68890.1	PF13378	1158	1325
AT1G68890.1	PF16582	544	777
AT1G31880.1	PF08381	289	343
AT1G31880.1	PF08381	139	193
AT1G31880.1	PF13713	24	56
AT3G11945.1	PF01040	111	375
AT3G16040.1	PF09072	3	64
AT3G13235.1	PF00240	3	72
AT3G13235.2	PF00240	3	72
AT3G13235.1	PF00627	377	410
AT3G13235.2	PF00627	377	410
AT3G13235.1	PF09668	179	301
AT3G13235.2	PF09668	179	301
AT5G21010.1	PF00651	191	310
AT2G26900.1	PF01758	132	310
AT5G03240.1	PF00240	3	74
AT5G03240.2	PF00240	3	74
AT5G03240.3	PF00240	3	74
AT5G20620.2	PF00240	3	74
AT5G03240.1	PF00240	79	150
AT5G03240.2	PF00240	79	150
AT5G03240.3	PF00240	79	150
AT5G20620.2	PF00240	79	150
AT5G03240.1	PF00240	155	226
AT5G03240.2	PF00240	155	226
AT5G03240.3	PF00240	155	226
AT5G20620.2	PF00240	155	226
AT5G03240.1	PF00240	231	302
AT5G03240.2	PF00240	231	302
AT5G03240.3	PF00240	231	302
AT5G20620.2	PF00240	231	302
AT4G22756.1	PF04116	132	267
AT5G54110.1	PF00635	77	189
AT4G01026.1	PF10604	41	180
AT1G01780.1	PF00412	10	65
AT1G01780.1	PF00412	104	159
AT1G01250.1	PF00847	43	93
AT1G60240.1	PF02365	11	140
AT1G60430.1	PF04062	2	170
AT1G60430.2	PF04062	2	170
AT1G60430.3	PF04062	2	170
AT5G64650.1	PF01196	17	113
